ID,SMILES,AV_Bit,AV
Ligand796,Oc1ccccc1,0,
Ligand797,O[C@H](c1ccccc1)C(=O)O,0,
Ligand798,O=C(Cc1ccc(cc1)OCCNC[C@@H](c1ccccc1)O)O,0,
Ligand800,Clc1ccc(C(P(=O)(OC)OC)OP(=O)(OC)OC)cc1,0,
Ligand802,ClC(C(NC(=O)NC(C(Cl)(Cl)Cl)O)O)(Cl)Cl,0,
Ligand803,O=C(Oc1ccccc1C(=O)Oc1ccc(cc1)NC(=O)C)C,0,
Ligand804,O=c1c2n(CCO)cnc2n(c(=O)n1C)C,0,
Ligand805,CCN(C(CN1c2ccccc2Sc2ccccc12)C)CC,0,
Ligand806,ClC(C(O)O)(Cl)Cl,0,
Ligand807,CCCN(CCc1cccc2NC(=O)Cc12)CCC,0,
Ligand808,Cc1c(C(=O)N)cc([N+](=O)[O-])cc1[N+](=O)[O-],0,
Ligand809,CN1[C@@H]2CC[C@H]1C[C@H](C2)NC(=O)n1c2ccccc2[nH]c1=O,0,
Ligand810,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0,
Ligand811,CS(=O)c1cn(c2cc(ccc2c1=O)F)C,0,
Ligand812,CCc1cc(C(=S)N)ccn1,0,
Ligand813,O[C@@H]1CC(=O)[C@H](C/C=C\CCCC(=O)O)[C@H]1/C=C/[C@H](CCCCC)O,0,
Ligand814,OCC(CN1CCN(c2ccccc2)CC1)O,0,
Ligand815,OCc1cccnc1,0,
Ligand816,Clc1ccc(cc1)OCC(=O)OCCN(C)C,0,
Ligand817,OC[C@H]([C@H]([C@H](Cn1c2nc(=O)[nH]c(=O)c2nc2cc(c(cc12)C)C)O)O)O,0,
Ligand818,O=C(c1cn2c3c(cc(c(C)c3CCC2C)F)c1=O)O,0,
Ligand819,COc1ccccc1OC(c1ccccc1)CCNC,0,
Ligand820,FC(c1cccc(CC(NCCOC(=O)c2ccccc2)C)c1)(F)F,0,
Ligand821,Nc1ccc(S(=O)(=O)Nc2ccnn2c2ccccc2)cc1,0,
Ligand822,O[C@@H]1C[C@H](N(C(=O)C)C1)C(=O)O,0,
Ligand823,CN(CCOC(=O)c1ccc(cc1)NCCCC)C,0,
Ligand824,CCCC(C(CO)CC)O,0,
Ligand825,O=C1NC(=O)C(C)(C)O1,0,
Ligand826,Cc1c(N(S(=O)(=O)c2ccc(cc2)N)C(=O)C)onc1C,0,
Ligand827,O=S(=O)(c1cc(C(=O)OC)c(cc1)OC)N,0,
Ligand828,O=S1(=O)CCCCN1c1ccc(S(=O)(=O)N)cc1,0,
Ligand829,O=c1[nH]c(=O)c(cn1C(=O)NCCCCCC)F,0,
Ligand830,COc1ccc(cc1)C=CC,0,
Ligand832,O=C(c1ccc(c2ccccc2)cc1)CCC(=O)O,0,
Ligand833,O=C(N(C)C)Oc1ccc[n+](C)c1,0,
Ligand834,CN(C(=O)c1c(c2ccccc2n(C)c1=O)O)c1ccccc1,0,
Ligand835,[O-][N+](=O)c1ccc2c(C(=NCC(=O)N2C)c2ccccc2)c1,0,
Ligand836,O=C(C[C@@H](C(=O)N[C@H](C(=O)OC)Cc1ccccc1)N)O,0,
Ligand837,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,0,
Ligand838,c1cc2Nc3ccccc3CCc2cc1,0,
Ligand839,ClCCN(C(=O)Oc1cc2CC[C@@H]3[C@H](CC[C@@]4([C@H](CC[C@@H]34)O)C)c2cc1)CCCl,0,
Ligand840,Ic1cn([C@@H]2O[C@@H]([C@@H](O)[C@@H]2F)CO)c(=O)nc1N,0,
Ligand841,Nc1ccc(C(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)cc1,0,
Ligand842,Cc1cnc(NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O)s1,0,
Ligand843,NC(=O)OCC,0,
Ligand844,OCC(=O)[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C)O,0,
Ligand845,COc1cc(CC(=O)OCCC)ccc1OCC(=O)N(CC)CC,0,
Ligand846,Cc1ccsc1/C=C/C1=NCCCN1C,0,
Ligand847,CNCCc1ccccn1,0,
Ligand848,Nc1ccc2N=C3c4ccccc4C(=O)N3Cc2c1,0,
Ligand849,COc1c2occc2cc2ccc(=O)oc12,0,
Ligand850,O=C([C@@H]1N2C(=O)[C@@H](NC(=O)c3c(onc3c3ccccc3Cl)C)[C@H]2SC1(C)C)[O-],0,
Ligand851,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(=C(CS[C@H]12)C[n+]1ccn2ncccc12)C(=O)[O-])\c1nc(sn1)N,0,
Ligand852,O=C(OCC)CCCCCCC/C=C\C/C=C\CCCCC,0,
Ligand853,O=C1O[C@H]2[C@H](C(=O)O[C@H]2[C@@H]1OC(=O)C)OC(=O)C,0,
Ligand854,Oc1c2ccccc2oc(=O)c1C(C(=O)OCC)c1c(c2ccccc2oc1=O)O,0,
Ligand855,Ic1cc(cc(I)c1O)CC(C(=O)O)c1ccccc1,0,
Ligand856,O=C1CC[C@H]2C(=C1)CC[C@H]1[C@@H]3CC[C@H](OC(=O)CCC4CCCCC4)[C@@]3(C)CC[C@H]21,0,
Ligand857,C[C@@]12CC[C@@H]3[C@H]4CCCC=C4CC[C@H]3[C@@H]2CC[C@]1(CC)O,0,
Ligand858,O=C(c1cn(c2cc3OCOc3cc2c1=O)CC)O,0,
Ligand859,O=C(O[C@@H]1O[C@@H]([C@@H](OC(=O)C)[C@H]1OC(=O)C)COC(=O)C)C,0,
Ligand860,Clc1nc(c(nc1N)N)C(=O)NC(=N)N,0,
Ligand861,O=c1cc(occ1O)CO,0,
Ligand862,O=C1C[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)[C@](O)(C)CC[C@@H]34)[C@]2(C/C/1=C/O)C,0,
Ligand863,O=C(c1ccccc1NCCc1ccccc1)O,0,
Ligand864,O=C(c1nn(c(c2ccc(cc2)Cl)c1C)c1ccc(cc1Cl)Cl)NN1CCCCC1,0,
Ligand865,ClCCN(CCCl)CCCl,0,
Ligand866,O=C([C@@H](N[C@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)O)C)CCc1ccccc1)OCC,0,
Ligand867,O=S(=O)(c1ccc(cc1)N)Nc1ccccn1,0,
Ligand868,O[C@H]1[C@H]([C@@H](CO[C@]1(CO)O)O)O,0,
Ligand869,CC(CCNC(CCCC(C)C)C)C,0,
Ligand870,OC(C(Cl)(Cl)Cl)NC(=O)OCC,0,
Ligand871,O=S(=O)(c1ccc(cc1)NC(=O)CCC(=O)O)Nc1nccs1,0,
Ligand872,C[N+](CCOP(=O)(OCCCCCCCCCCCCCCCC)[O-])(C)C,0,
Ligand873,Brc1cn([C@H]2C[C@@H]([C@@H](CO)O2)O)c(=O)[nH]c1=O,0,
Ligand874,Clc1ccc(C(=O)NCCN2CCOCC2)cc1,0,
Ligand875,CC(c1ccc(cc1O)C)C,0,
Ligand876,O=C(Oc1cc(ccc1)C)C,0,
Ligand877,CC(=CC(=O)OC)N,0,
Ligand878,CC(=O)OC1(c2ccccc2)CCN(CC1)CCc1ccccc1,0,
Ligand879,FC(c1cc(Nc2ccccc2C(=O)OCCOCCO)ccc1)(F)F,0,
Ligand880,CCOc1nc(=O)c(c[nH]1)F,0,
Ligand883,FC(c1cc(N2C(=O)C(NC2=O)(C)C)ccc1[N+](=O)[O-])(F)F,0,
Ligand884,Oc1cccc(NC(=O)C)c1,0,
Ligand885,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(c3cc(ccc23)Cl)O)c(C)c1,0,
Ligand886,Oc1ccc(cc1O)CCNCCCCCCNCCc1ccccc1,0,
Ligand887,CCN(C(=O)C1CN2CCc3cc(c(cc3C2CC1OC(=O)C)OC)OC)CC,0,
Ligand888,O=[N+](c1ccc(/C=N/N2CC(=O)NC2=O)o1)[O-],0,
Ligand889,Nc1cc(C(=O)OCC)ccc1,0,
Ligand890,O=C(CCCCC(=O)Nc1c(c(c(cc1I)I)C(=O)O)I)Nc1c(c(C(=O)O)c(cc1I)I)I,0,
Ligand891,COc1c(OC)cc(CC#N)cc1OC,0,
Ligand893,CC(c1cc(cc(C(C)(C)C)c1O)SC(Sc1cc(C(C)(C)C)c(c(C(C)(C)C)c1)O)(C)C)(C)C,0,
Ligand894,CC(c1ccc(c2ccc(C)c2c1)C)C,0,
Ligand895,Oc1ccc(C(=O)OCC)cc1O,0,
Ligand896,O=S(=O)(c1ccc(cc1)N)Nc1ccc(nn1)OCC,0,
Ligand897,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,0,
Ligand898,O=C1CC(=NN1c1ccccc1)C,0,
Ligand899,O=c1[nH]c2ccccc2n1C1CCNCC1,0,
Ligand900,COc1c(OC)cc(/C=C/C(=O)N)cc1OC,0,
Ligand901,CN(CCOC(c1ccccc1)(c1ccccn1)C)C,0,
Ligand902,C[N+](CCOC(=O)C)(C)C,0,
Ligand903,ClC(C(O)(C)C)(Cl)Cl,0,
Ligand904,CC(CC(c1cc(n2nc3ccccc3n2)c(cc1)O)(C)C)(C)C,0,
Ligand905,[O-]C(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)CSc1ccncc1)COC(=O)C,0,
Ligand906,O=C(Nc1ccc(C(=O)O)cc1)C,0,
Ligand907,OS(=O)(=O)c1cc(C(=O)c2ccccc2)c(cc1OC)O,0,
Ligand908,O=C1C(Cn2ccnc2C)CCc2n(C)c3c(cccc3)c12,0,
Ligand909,Oc1c(C(=O)NCCO)cc(CC=C)cc1OC,0,
Ligand910,CCN1CCc2oc(nc2CC1)N,0,
Ligand911,CN(CCCCCCCCCCCCCCCCCC)C,0,
Ligand912,O=C(c1ccccc1)C(N(CC)CC)C,0,
Ligand913,NCCNc1cccc2ccccc12,0,
Ligand914,O=S(=O)(c1ccc(cc1)OP(=S)(OC)OC)N(C)C,0,
Ligand915,Nc1nc(nc2n([C@@H]3O[C@@H]([C@@H](O)[C@@H]3O)CO)cnc12)F,0,
Ligand916,OCC(=O)[C@]1(CC[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C)O,0,
Ligand917,Oc1cc(cc(OC)c1)O,0,
Ligand918,COc1cc(OC)ccc1C(=O)C=Cc1ccc(cc1)OC,0,
Ligand919,CC(=O)OCC(=O)[C@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@H](C[C@]12C)O)O,0,
Ligand920,Ic1cn([C@H]2C[C@@H]([C@@H](CO)O2)O)c(=O)[nH]c1=O,0,
Ligand921,CC(O/N=C/c1c2Cn3c(=O)c4COC(=O)[C@@](CC)(O)c4cc3c2nc2ccccc12)(C)C,0,
Ligand922,[O-][N+](=O)c1ccc(/C=N/N2CC(CN3CCOCC3)OC2=O)o1,0,
Ligand923,Ic1cc(c(c(I)c1CC(C(=O)O)CC)N)I,0,
Ligand924,[O-]C(=O)[C@H](c1ccc2cc(OC)ccc2c1)C,0,
Ligand925,O=C(c1ccc(cc1)OCCN1CCCCC1)O,0,
Ligand926,O=C(c1cc2ccccc2n1CC(=O)O)Nc1nc(c2ccccc2Cl)cs1,0,
Ligand927,CC1(OC2(CCC1CC2)C)C,0,
Ligand928,CN([C@H](c1ccccc1)CCOc1cccc2ccccc12)C,0,
Ligand929,CCN(CCOC(=O)c1cc(c(cc1)N)OCCCC)CC,0,
Ligand930,O=C(c1c2ccccc2nc(c2ccccc2)c1O)O,0,
Ligand931,CCC1(C(=O)C=CNC1=O)CC,0,
Ligand932,NCCS(=O)(=O)O,0,
Ligand933,COc1c(OC)cc(CC(C)C)cc1OC,0,
Ligand934,N#C/C(=C/1\SCC(c2ccccc2Cl)S1)/n1ccnc1,0,
Ligand935,CC(N(C(C)C)CCC(C(=O)N)(c1ccccc1)c1ccccn1)C,0,
Ligand936,CC([N+](CC(COc1cccc2ccccc12)O)(C)C)C,0,
Ligand937,Nc1ccc(C(=O)OCCN(CC)CC)cc1,0,
Ligand939,Clc1ccc(C(CC(=O)O)CN)cc1,0,
Ligand940,O=C(CC[C@H]([C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C)C)O,0,
Ligand941,Oc1c(c(CO)cnc1C)C=O,0,
Ligand942,Oc1ccc(C(=O)N(CC)CC)cc1OC,0,
Ligand943,CC(n1cncc1C(=O)OCC)c1ccccc1,0,
Ligand944,CC(=O)[C@]1(CC[C@H]2[C@@H]3C=C(C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)Cl)OC(=O)C,0,
Ligand945,CNC(=O)c1cn(c2nc(c3ncn([C@@H]4O[C@@H]([C@@H](O)[C@H]4O)CO)c3n2)N)nc1,0,
Ligand946,Nc1ccc(cc1C(=O)c1ccccc1F)Cl,0,
Ligand948,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,0,
Ligand949,O=C(C1=C(CS[C@H]2N1C(=O)[C@@]2(OC)NC(=O)Cc1cccs1)COC(=O)N)O,0,
Ligand950,N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@H](C(S[C@H]12)(C)C)C(=O)OCc1oc(=O)oc1C)c1ccccc1,0,
Ligand951,C[C@H](C(=O)O[C@H]1C[C@H](C=C2C=C[C@@H]([C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12)C)C)CC,0,
Ligand952,Cc1ccc(/C(=C\CN2CCCC2)/c2ccccn2)cc1,0,
Ligand953,O=C(c1ccc(c(F)c1Nc1ccc(cc1Cl)I)F)NOCC1CC1,0,
Ligand954,O=c1c(c(n(C)n1c1ccccc1)C)I,0,
Ligand955,Cc1ncc([N+](=O)[O-])n1CCO,0,
Ligand956,Cc1c(ccnc1CS(=O)c1[n-]c2ccccc2n1)OCCCOC,0,
Ligand958,OC1=C([C@H](OC1=O)[C@H](CO)O)O,0,
Ligand959,OCC(COc1ccccc1OC)O,0,
Ligand960,O[C@H]1[C@@H](O[C@@]2(O[C@@H]([C@@H](O)[C@@H]2O)CCl)CCl)O[C@@H]([C@H](Cl)[C@@H]1O)CO,0,
Ligand961,O=C(N1CCN(C(=O)COc2ccc(cc2OC)CCC)CC1)COc1ccc(cc1OC)CCC,0,
Ligand962,CC(=O)SC[C@H](C(=O)NCC(=O)OCc1ccccc1)Cc1ccccc1,0,
Ligand963,Oc1ccc(C=O)cc1OC,0,
Ligand964,O=C1N([C@@H]2CN3CCC2CC3)C[C@H]2CCCc3cccc1c23,0,
Ligand965,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0,
Ligand966,O=C([C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)O,0,
Ligand967,O=C(CN(CC)CC)Oc1ccc(NC(=O)C)cc1,0,
Ligand968,ClCC(=O)[C@]1([C@@H](C[C@H]2[C@H]3[C@]([C@]4(C=CC(=O)C=C4CC3)C)(Cl)[C@@H](O)C[C@]12C)C)OC(=O)c1ccco1,0,
Ligand969,Oc1ccc(cc1)Cl,0,
Ligand970,C[n+]1cc2c3OCOc3ccc2c2ccc3cc4OCOc4cc3c12,0,
Ligand971,Nc1nc(ncc1Cc1cc(c(c(OC)c1)OC)OC)N,0,
Ligand972,CC(=CCc1cc(C(=O)Nc2c(c3ccc(c(C)c3oc2=O)O[C@@H]2OC([C@@H]([C@@H](OC(=O)N)[C@H]2O)OC)(C)C)[O-])ccc1O)C,0,
Ligand973,COc1ccc(cc1)C=CC(=O)OCCOCC,0,
Ligand974,O=C(CP(=O)(O)O)O,0,
Ligand976,CC([C@@H]1CC[C@H](CC1=O)C)C,0,
Ligand977,O=C(Nc1c(c(C(=O)O)c(cc1I)I)I)C,0,
Ligand978,COc1ccc(OC)cc1C(CNC(=O)CN)O,0,
Ligand979,Nc1ccc(C(=O)OCC(C)C)cc1,0,
Ligand980,Clc1ccccc1n1c(nc2ccccc2c1=O)C,0,
Ligand981,CC(CCC[C@H](CCC[C@H](CCC/C(=C/CC1=C(C(=O)c2ccccc2C1=O)C)/C)C)C)C,0,
Ligand982,O=C(N(c1ccccc1)C1CCNCC1)CC,0,
Ligand983,C1N2CN3CN(CN1C3)C2,0,
Ligand984,Clc1ccc(c(N)c1)NC1CCN(C(=O)OCC)CC1,0,
Ligand985,O=C1CCCN1[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,0,
Ligand986,CC(Oc1ccc2c(occ(c3ccccc3)c2=O)c1)C,0,
Ligand987,O=C(c1cccnc1)NCCO[N+](=O)[O-],0,
Ligand988,Cc1cccc(C)c1NC(=O)CN1CCCCCC1,0,
Ligand989,O=c1[nH]c(=O)oc2ccccc12,0,
Ligand990,O=C(C1=C(NC(=C(C(=O)OC(C)C)C1c1cccc2nonc12)C)C)OC,0,
Ligand991,C[N+](CC(CC(=O)[O-])O)(C)C,0,
Ligand992,O=P(OC[C@@H](C(=O)O)N)(O)O,0,
Ligand993,CN1CCN(c2cc3N(c4ccccc4Oc3nn2)C)CC1,0,
Ligand994,Clc1cc2[nH]c(=O)n(C3CCN(C(=O)OCC)CC3)c2cc1,0,
Ligand995,C[N+]1([C@H]2C[C@H](OC(=O)C(c3ccccc3)(c3ccccc3)O)C[C@@H]1CC2)CCF,0,
Ligand996,NNCCc1ccccc1,0,
Ligand997,CC(OC(=O)c1ncn2c3cccc(Br)c3C(=O)N3[C@@H](CCC3)c12)(C)C,0,
Ligand998,CC(NC(C)C)C,0,
Ligand999,Fc1ccc(C(=O)CCCN2CC=C(n3c4ccccc4[nH]c3=O)CC2)cc1,0,
Ligand1000,OC(c1ccc(cc1)O)CNC,0,
Ligand1001,O=C(c1ccc2OCCOc2c1)CCN1CCC(c2ccccc2)C1,0,
Ligand1003,CC([C@H](C(=O)NCCCO)O)(CO)C,0,
Ligand1004,CC1=CC[C@H]([C@](CCC=C(C)C)(C)O)CC1,0,
Ligand1005,FC(c1cc(Nc2ncccc2C(=O)OC2OC(=O)c3ccccc23)ccc1)(F)F,0,
Ligand1006,O=C([C@@H]1CCn2c(C(=O)c3ccccc3)ccc12)O,0,
Ligand1007,O=C1C=C([C@H]2CC[C@]3(O)[C@@H]4CC[C@@H]5C[C@@H](O[C@@H]6O[C@@H]([C@H]([C@@H](O)C6)O[C@H]6C[C@@H]([C@@H]([C@@H](C)O6)O[C@H]6C[C@@H]([C@@H]([C@@H](C)O6)O)O)O)C)CC[C@]5(C)[C@H]4CC[C@]23C)CO1,0,
Ligand1008,CN(CCCN1c2ccccc2CCc2ccccc12)C,0,
Ligand1009,ClC(=O)c1c(onc1c1ccccc1)C,0,
Ligand1010,COc1cc(C(=O)NCc2ccc(cc2)OCCN(C)C)ccc1OC,0,
Ligand1012,O=C([C@@H](N[C@H](C(=O)N(C1Cc2ccccc2C1)CC(=O)O)C)CCc1ccccc1)OCC,0,
Ligand1014,O=c1c(c(n(C)n1c1ccccc1)C)N,0,
Ligand1015,O=C(c1ccc(cc1)F)CCCCl,0,
Ligand1016,OC(=O)c1ccccc1N,0,
Ligand1017,NC(=O)c1ncn([C@@H]2O[C@@H]([C@@H](O)[C@H]2O)CO)c1N,0,
Ligand1018,O=C1CCCN1C(C(=O)N)CC,0,
Ligand1019,COC(=O)C(C(=O)OC)Cl,0,
Ligand1020,Fc1ccccc1c1ccc(cc1)C#C,0,
Ligand1021,O=C(NCc1ccccc1)Cn1ccnc1[N+](=O)[O-],0,
Ligand1022,O=C(c1ccccc1)C(N(C)C)C,0,
Ligand1023,OCC(=O)[C@]1(CC[C@H]2[C@H]3[C@@H]([C@]4(CCC(=O)C=C4CC3)C)[C@@H](O)C[C@]12C)OC(=O)CCC,0,
Ligand1024,Br/C=C\c1cn([C@H]2O[C@@H]([C@@H](O)[C@@H]2O)CO)c(=O)[nH]c1=O,0,
Ligand1025,Oc1ccc(C=CC)cc1OC,0,
Ligand1026,c1cccc2sc(SSc3nc4ccccc4s3)nc12,0,
Ligand1027,O=C(N1c2ccccc2Sc2ccccc12)CN1CCN(CC1)Cc1ccc2OCOc2c1,0,
Ligand1028,O=C(c1cnccn1)N[C@H](C(=O)N[C@H](B(O)O)CC(C)C)Cc1ccccc1,0,
Ligand1029,O=C(NS(=O)(=O)c1ccc(cc1)CCNC(=O)c1cc(ccc1OC)Cl)NC1CCCCC1,0,
Ligand1030,CCN(CCCN(C1Cc2ccccc2C1)c1ccccc1)CC,0,
Ligand1031,NC(=O)c1cnccn1,0,
Ligand1032,C[N+]1([C@H]2C[C@H](OC(=O)C(c3ccccc3)CO)C[C@@H]1CC2)C,0,
Ligand1033,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,0,
Ligand1034,O=C(N1CCOCC1)CN1CCN(C(=O)c2ccc(cc2)OC)CC1,0,
Ligand1035,[O-][N+](=O)c1cc([N+](=O)[O-])cc2ccccc12,0,
Ligand1036,O=c1cc(c2ccccc2)oc2ccccc12,0,
Ligand1037,O=c1sc(OC)nn1CSP(=S)(OC)OC,0,
Ligand1038,Oc1ccc(cc1Cc1ccccc1)Cl,0,
Ligand1039,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,0,
Ligand1040,BrCCCO,0,
Ligand1041,Clc1cc(ccc1OCCCC(=O)O)Cl,0,
Ligand1042,CC(C(S)(C)C)(C(C(C)C)(C)C)C,0,
Ligand1043,O=C1CC(C(=C1CC=C)C)OC(=O)C1C(C=C(C)C)C1(C)C,0,
Ligand1044,Nc1ccc(Sc2ccc(cc2)N)cc1,0,
Ligand1045,S=P(N1CC1)(N1CC1)N1CC1,0,
Ligand1046,CCCSP(=O)(OCC)SCCC,0,
Ligand1047,O=C(c1cccnc1Cl)Nc1ccccc1c1ccc(cc1)Cl,0,
Ligand1048,O=C1CC[C@]2(C(=C1)CC[C@H]1[C@@H]3CC[C@@](O)(C)[C@@]3(C)CC[C@H]21)C,0,
Ligand1049,Brc1ccccc1c1ccccc1,0,
Ligand1050,c1ccc2ccc3cccc4ccc1c2c34,0,
Ligand1051,NCCO,0,
Ligand1052,O=[N+](c1cc(C(=O)OC(C)C)cc(C(=O)OC(C)C)c1)[O-],0,
Ligand1053,Clc1c(c(c(c(Cl)c1Cl)Cl)Cl)N,0,
Ligand1054,Nc1ccc(cc1)/N=N/c1ccccc1,0,
Ligand1055,O=C(c1cccc(C(=O)Oc2ccccc2)c1)Oc1ccccc1,0,
Ligand1056,CC/C(=N/OCC)/C1=C(CC(c2c(cc(cc2C)C)C)CC1=O)O,0,
Ligand1057,FC(C(C(F)(F)F)(F)F)(C(S(=O)(=O)[O-])(F)F)F,0,
Ligand1058,O=C(CCCCCNC(=N)N)Oc1ccc(C(=O)OCC)cc1,0,
Ligand1059,Nc1nc2ccc(c(Sc3ccncc3)c2c(=O)[nH]1)C,0,
Ligand1060,CCCCCCCCCCCCCCCCO,0,
Ligand1061,Cc1ncc([N+](=O)[O-])n1CC(CCl)O,0,
Ligand1063,O=C(N1CCC(=O)CC1)OCC,0,
Ligand1064,[O-]S(=O)O[C@H]1[C@@H](O[C@@]2(O[C@@H]([C@@H](OS(=O)[O-])[C@@H]2OS(=O)[O-])COS(=O)[O-])COS(=O)[O-])O[C@@H]([C@@H](OS(=O)[O-])[C@@H]1OS(=O)[O-])COS(=O)[O-],0,
Ligand1065,O=c1nc(NS(=O)(=O)c2ccc(cc2)N)ccn1CC,0,
Ligand1066,CC1([C@H]2CC(=O)[C@@]1(CC2)C)C,0,
Ligand1067,OC(c1ccccc1)C(=O)OCC,0,
Ligand1068,Oc1ncnc2n([C@@H]3O[C@@H]([C@@H](O)[C@H]3O)CO)cnc12,0,
Ligand1069,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(c1ccccc1)C,0,
Ligand1070,O=C([C@H](CCC)CCCCCC)O,0,
Ligand1071,OCC(=O)[C@]12[C@@H](C[C@H]3[C@@H]4C[C@@H](C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C)F)OC(C)(C)O1,0,
Ligand1072,CC1CN(c2cc3c(c(C)c2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,0,
Ligand1073,OC(=O)CCCCC(=O)O,0,
Ligand1075,O=S(=O)(c1ccc(cc1)NC(=O)c1ccccc1C(=O)O)Nc1nccs1,0,
Ligand1076,CN(CCN(c1ccccn1)Cc1ccccc1)C,0,
Ligand1077,CC(c1cc(cc(n2nc3ccc(cc3n2)Cl)c1O)C)(C)C,0,
Ligand1078,O=C([C@H](C(c1ccccc1)(c1ccccc1)OC)Oc1nc(OC)cc(OC)n1)O,0,
Ligand1079,CC(=O)OCC(=O)[C@]12N=C(O[C@@H]2C[C@@H]2[C@@]1(C[C@@H]([C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C)O)C)C,0,
Ligand1080,O=C(Cc1cccc(c2cc(CCCCCCc3ccc(c(c4cccc(CC(=O)O)c4)c3)O[C@H]3O[C@@H]([C@H]([C@H](O)[C@@H]3O)O)CO)ccc2O[C@H]2O[C@@H]([C@H]([C@H](O)[C@@H]2O)O)CO)c1)O,0,
Ligand1081,Clc1cc(C(=O)NCC2CN(CCO2)Cc2ccc(cc2)F)c(cc1N)OCC,0,
Ligand1082,NCc1ccccc1Sc1ccccc1CO,0,
Ligand1083,Clc1c(c(c(cc1Cl)Cl)Cl)[N+](=O)[O-],0,
Ligand1084,FC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(S(=O)(=O)O)(F)F)F,0,
Ligand1085,Clc1ccc(C=C2CCC(C)(C)C2(Cn2cncn2)O)cc1,0,
Ligand1086,OCCOCCOC,0,
Ligand1087,CC(C(C(n1cncn1)Oc1ccc(cc1)Cl)O)(C)C,0,
Ligand1088,CN(c1ccc(cc1)/N=N/S(=O)(=O)[O-])C,0,
Ligand1089,C=CC(=O)NCNC(=O)C=C,0,
Ligand1090,Nc1ccc(cc1)Cl,0,
Ligand1091,ClC1=C([C@@]2(C(Cl)(Cl)[C@]1([C@H]1[C@@H]2[C@H]2C[C@@H]1[C@H]1[C@@H]2O1)Cl)Cl)Cl,0,
Ligand1092,Oc1ccccc1OC,0,
Ligand1093,[O-][N+](=O)c1ccc2nc(sc2c1)N,0,
Ligand1094,OS(=O)(=O)c1ccc(C(CCCCCCCCC)CC)cc1,0,
Ligand1095,COc1cc(c(C=O)cc1OC)OC,0,
Ligand1096,O=C(c1ccccc1C(=O)OCC(CCCC)CC)O,0,
Ligand1097,O=[N+](c1cccc(C)c1[N+](=O)[O-])[O-],0,
Ligand1098,COc1ccc(C(C(Cl)(Cl)Cl)c2ccc(cc2)OC)cc1,0,
Ligand1099,O=S(=O)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,0,
Ligand1100,O=C(c1ccccc1)NO,0,
Ligand1101,Clc1c(c(c(c(C(=O)OC)c1Cl)Cl)Cl)C(=O)OC,0,
Ligand1102,C1=CC2C(C1)C1C=CC2C1,0,
Ligand1103,Nc1ccc([N+](=O)[O-])cc1O,0,
Ligand1104,O=C(Cc1cccc2ccccc12)O,0,
Ligand1105,c1ccc2Sc3ccccc3Nc2c1,0,
Ligand1106,Cl[In](Cl)Cl,0,
Ligand1107,CC(=O)OCCOCC,0,
Ligand1108,O=[N+](c1cc([N+](=O)[O-])cc(C)c1O)[O-],0,
Ligand1109,O=C(CN(CC)CC)Nc1c(cccc1C)C,0,
Ligand1110,OC(=O)CCc1nc(c2ccccc2)c(c2ccccc2)o1,0,
Ligand1111,O=C1NCN(c2ccccc2)C21CCN(CC1COc3ccccc3O1)CC2,0,
